Generation,G1 Baldwin Fitness,G1 Fitness,G2 Baldwin Fitness,G2 Fitness,% Plasticity
50.0,0.775125,0.75755,,,0.5137818181818182
100.0,0.772925,0.7557375,,,0.5359454545454545
150.0,0.819825,0.8063875,,,0.5294909090909091
200.0,0.8183625,0.8061375,,,0.5156
250.0,0.8235875,0.8106625,,,0.5078727272727273
300.0,0.8192125,0.807175,,,0.5262181818181818
350.0,0.819075,0.805525,,,0.4969272727272728
400.0,0.817475,0.800875,,,0.4959636363636364
450.0,0.8284875,0.8137875,,,0.4795090909090909
500.0,0.82615,0.812575,,,0.49269090909090907
550.0,0.8262125,0.8117375,,,0.5109272727272727
600.0,0.8213625,0.8076,,,0.5358545454545455
650.0,0.827075,0.8138125,,,0.5643090909090909
700.0,0.82855,0.8136625,,,0.5685272727272728
750.0,0.82245,0.8072875,,,0.5507454545454545
800.0,0.8251875,0.80995,,,0.5562181818181818
850.0,0.8200875,0.804375,,,0.5640181818181819
900.0,0.825875,0.8108125,,,0.5710363636363637
950.0,0.8272,0.8097875,,,0.5044
1000.0,0.823375,0.8078625,,,0.5102727272727273
1050.0,0.8230375,0.8080625,,,0.4608181818181818
1100.0,0.81855,0.8057,,,0.4580181818181818
1150.0,0.8237125,0.8091375,,,0.4889636363636364
1200.0,0.8251,0.813875,,,0.48710909090909094
1250.0,0.8242,0.8091625,,,0.5134545454545455
1300.0,0.8271875,0.81205,,,0.4975272727272727
1350.0,0.825275,0.8134375,,,0.5067272727272727
1400.0,0.8246125,0.811675,,,0.5224
1450.0,0.825675,0.8132,,,0.49314545454545455
1500.0,0.8215125,0.8075,,,0.5138181818181818
1550.0,0.8229375,0.8101875,,,0.5367454545454545
1600.0,0.8221,0.8055875,,,0.5325090909090909
1650.0,0.820075,0.805475,,,0.5002363636363636
1700.0,0.82265,0.808225,,,0.5444545454545454
1750.0,0.8189875,0.8056,,,0.5393454545454546
1800.0,0.8225625,0.8085625,,,0.5108
1850.0,0.8224,0.8103,,,0.5051272727272728
1900.0,0.8238625,0.8099,,,0.5099454545454546
1950.0,0.822275,0.8092125,,,0.5360727272727273
2000.0,0.82155,0.80905,,,0.5200727272727272
2050.0,0.824475,0.810625,,,0.5226
2100.0,0.8175,0.80675,,,0.5300181818181818
2150.0,0.8228875,0.8106,,,0.5475636363636364
2200.0,0.817175,0.8041625,,,0.5344
2250.0,0.822175,0.8090375,,,0.5385454545454545
2300.0,0.81915,0.805125,,,0.5543272727272728
2350.0,0.8208875,0.806875,,,0.5806727272727272
2400.0,0.8221625,0.8079125,,,0.5505272727272728
2450.0,0.8240625,0.8099125,,,0.5217454545454545
2500.0,0.823575,0.8083,,,0.5571272727272727
2550.0,0.8250875,0.80905,,,0.5297636363636363
2600.0,0.821825,0.8065,,,0.5223818181818182
2650.0,0.821525,0.805475,,,0.5285636363636363
2700.0,0.8232,0.8084375,,,0.5107090909090909
2750.0,0.8262875,0.8102375,,,0.5119090909090909
2800.0,0.8230625,0.8107375,,,0.5152
2850.0,0.828375,0.8133125,,,0.47705454545454545
2900.0,0.8215125,0.8058125,,,0.44410909090909084
2950.0,0.82415,0.8098125,,,0.4913090909090909
3000.0,0.826125,0.8144125,,,0.4754181818181818
3050.0,0.8240875,0.811025,,,0.4793090909090909
3100.0,0.8238625,0.80935,,,0.4646181818181818
3150.0,0.8206,0.80885,,,0.44123636363636365
3200.0,0.8237375,0.81025,,,0.4426727272727273
3250.0,0.8244875,0.81115,,,0.4929818181818182
3300.0,0.824225,0.8109875,,,0.47296363636363636
3350.0,0.828175,0.8150875,,,0.5165090909090909
3400.0,0.824325,0.8119875,,,0.5592
3450.0,0.820625,0.8062,,,0.5191272727272728
3500.0,0.8181625,0.8059125,,,0.5084727272727273
3550.0,0.8241875,0.812025,,,0.4969454545454546
3600.0,0.82485,0.814025,,,0.47859999999999997
3650.0,0.818,0.8036125,,,0.4418545454545455
3700.0,0.8228625,0.8078375,,,0.4329818181818182
3750.0,0.8278,0.8125,,,0.4425636363636364
3800.0,0.8241625,0.8085875,,,0.43667272727272727
3850.0,0.8271625,0.8132625,,,0.49579999999999996
3900.0,0.8183625,0.800925,,,0.47414545454545454
3950.0,0.831225,0.8157125,,,0.5062545454545454
4000.0,0.8243875,0.8052375,,,0.5657272727272727
4050.0,0.8231,0.807775,,,0.5014909090909091
4100.0,0.828325,0.8145625,,,0.4934909090909091
4150.0,0.825875,0.8073625,,,0.49987272727272725
4200.0,0.8295375,0.8144,,,0.5103636363636364
4250.0,0.8263875,0.810875,,,0.5148909090909091
4300.0,0.824725,0.8056625,,,0.515
4350.0,0.825725,0.809675,,,0.49156363636363637
4400.0,0.8272625,0.810025,,,0.5288
4450.0,0.8275125,0.8120875,,,0.4832545454545454
4500.0,0.826675,0.81185,,,0.4859454545454545
4550.0,0.82585,0.8069375,,,0.4862909090909091
4600.0,0.824725,0.805625,,,0.46487272727272727
4650.0,0.8280125,0.812075,,,0.48941818181818175
4700.0,0.8294125,0.8117875,,,0.4503636363636364
4750.0,0.8269125,0.811625,,,0.4390545454545455
4800.0,0.8286375,0.8139,,,0.4658
4850.0,0.826675,0.807675,,,0.4826
4900.0,0.8259625,0.811075,,,0.47841818181818174
